Trainer Name / Item Name,Location,Type,Location_Type,Script_or_Flag,PostScript (Leave blank if you don't know what this is),Hidden,Requirements,Requirements 2,Requirements 3,Requirements Alternative,Requirements Alternative 2,,,,
ITEM_RARE_CANDY,Petalburg,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_PETALBURG_CITY_RARE_CANDY,,TRUE,,,,,,,,,
TRAINER_Randall,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Mary,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Parker,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Alexia,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_George,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jody,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Berke,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Norman_1,Petalburg Gym,Trainer,Trainer,,,FALSE,,,,,,,,,
FLAG_BADGE05_GET,Petalburg Gym,Badge,Gym Leader,,,FALSE,,,,,,,,,
ITEM_POTION,Petalburg Woods,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POTION,,TRUE,,,,,,,,,
ITEM_PARALYZE_HEAL,Petalburg Woods,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_GREAT_BALL,Petalburg Woods,Normal Item,NPC,FLAG_ITEM_PETALBURG_WOODS_GREAT_BALL,,FALSE,,,,,,,,,
ITEM_POKE_BALL,Petalburg Woods,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_PETALBURG_WOODS_POKE_BALL,,TRUE,,,,,,,,,
ITEM_ETHER,Petalburg Woods,Normal Item,Item Ball,FLAG_ITEM_PETALBURG_WOODS_ETHER,,FALSE,,,,,,,,,
ITEM_TINY_MUSHROOM,Petalburg Woods,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_1,,TRUE,,,,,,,,,
ITEM_TINY_MUSHROOM,Petalburg Woods,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_PETALBURG_WOODS_TINY_MUSHROOM_2,,TRUE,,,,,,,,,
ITEM_MIRACLE_SEED,Petalburg Woods,Normal Item,NPC,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_GREAT_BALL,Petalburg Woods,Normal Item,NPC,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_X_ATTACK,Petalburg Woods,Normal Item,NPC,FLAG_ITEM_PETALBURG_WOODS_X_ATTACK,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Lyle,Petalburg Woods,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_James_1,Petalburg Woods,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Petalburg_Woods,Petalburg Woods,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_POTION,Route 102,Normal Item,Item Ball,FLAG_ITEM_ROUTE_102_POTION,,FALSE,,,,,,,,,
TRAINER_Calvin_1,Route 102,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Rick,Route 102,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Allen,Route 102,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tiana,Route 102,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_GUARD_SPEC,Route 103,Normal Item,Item Ball,FLAG_ITEM_ROUTE_103_GUARD_SPEC,,FALSE,ITEM_HM01,,,,,,,,
ITEM_PP_UP,Route 103,Normal Item,Item Ball,FLAG_ITEM_ROUTE_103_PP_UP,,FALSE,,,,,,,,,
TRAINER_MAY_ROUTE_103_MUDKIP,Route 103,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_ANTIDOTE,Route 104,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_104_ANTIDOTE,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 104,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_104_HEART_SCALE,,TRUE,,,,,,,,,
ITEM_POTION,Route 104,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_104_POTION,,TRUE,,,,,,,,,
ITEM_POKE_BALL,Route 104,Normal Item,Item Ball,FLAG_ITEM_ROUTE_104_POKE_BALL,,FALSE,,,,,,,,,
ITEM_TM09,Route 104,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_POKE_BALL,Route 104,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_104_POKE_BALL,,TRUE,,,,,,,,,
ITEM_POTION,Route 104,Normal Item,Item Ball,FLAG_ITEM_ROUTE_104_POTION,,FALSE,,,,,,,,,
ITEM_SUPER_POTION,Route 104,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_104_SUPER_POTION,,TRUE,,,,,,,,,
ITEM_X_ACCURACY,Route 104,Normal Item,Item Ball,FLAG_ITEM_ROUTE_104_X_ACCURACY,,FALSE,,,,,,,,,
ITEM_PP_UP,Route 104,Normal Item,Item Ball,FLAG_ITEM_ROUTE_104_PP_UP,,FALSE,,,,,,,,,
ITEM_WHITE_HERB,Route 104,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_WAILMER_PAIL,Route 104,Normal Item,NPC,,,FALSE,,,,,,,,,
TRAINER_BILLY,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_DARIAN,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_CINDY_1,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_BILLY,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_WINSTON,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_HALEY_1,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_GINA_AND_MIA_1,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_IVAN,Route 104,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_CHESTO_BERRY,Route 104,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_IRON,Route 105,Normal Item,Item Ball,FLAG_ITEM_ROUTE_105_IRON,,FALSE,,,,,,,,,
ITEM_BIG_PEARL,Route 105,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_105_BIG_PEARL,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 105,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_105_HEART_SCALE,,TRUE,,,,,,,,,
TRAINER_Imani,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dominik,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Foster,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Beverly,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Andres_1,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Josue,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Luis,Route 105,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_HEART_SCALE,Route 106,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_106_HEART_SCALE,,TRUE,,,,,,,,,
ITEM_STARDUST,Route 106,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_106_STARDUST,,TRUE,,,,,,,,,
ITEM_POKE_BALL,Route 106,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_106_POKE_BALL,,TRUE,,,,,,,,,
ITEM_PROTEIN,Route 106,Normal Item,Item Ball,FLAG_ITEM_ROUTE_106_PROTEIN,,FALSE,,,,,,,,,
TRAINER_Ned,Route 106,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Elliot_1,Route 106,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Douglas,Route 106,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kyla,Route 106,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Denise,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tony_1,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lisa_And_Ray,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Darrin,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Beth,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Camron,Route 107,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_STAR_PIECE,Route 108,Normal Item,Item Ball,FLAG_ITEM_ROUTE_108_STAR_PIECE,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 108,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_108_RARE_CANDY,,TRUE,,,,,,,,,
TRAINER_Missy,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Matthew,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tara,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Carolina,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Cory_1,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jerome,Route 108,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_REVIVE,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_REVIVE,,TRUE,,,,,,,,,
ITEM_ETHER,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_ETHER,,TRUE,,,,,,,,,
ITEM_SOFT_SAND,Route 109,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HEART_SCALE,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_1,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_2,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_HEART_SCALE_3,,TRUE,,,,,,,,,
ITEM_GREAT_BALL,Route 109,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_109_GREAT_BALL,,TRUE,,,,,,,,,
"ITEM_SODA_POP, 6",Route 109,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_POTION,Route 109,Normal Item,Item Ball,FLAG_ITEM_ROUTE_109_POTION,,FALSE,,,,,,,,,
ITEM_PP_UP,Route 109,Normal Item,Item Ball,FLAG_ITEM_ROUTE_109_PP_UP,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Huey,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Edmond,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hailey,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Ricky_1,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lola_1,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Chandler,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Simon,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Johanna,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dwayne,Route 109,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Austina,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Gwen,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_David,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Alice,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Carter,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Elijah,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Mel_And_Paul,Route 109,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
ITEM_DIRE_HIT,Route 110,Normal Item,Item Ball,FLAG_ITEM_ROUTE_110_DIRE_HIT,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 110,Normal Item,Item Ball,FLAG_ITEM_ROUTE_110_RARE_CANDY,,FALSE,,,,,,,,,
ITEM_FULL_HEAL,Route 110,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_110_FULL_HEAL,,TRUE,,,,,,,,,
ITEM_DOWSING_MACHINE,Route 110,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_GREAT_BALL,Route 110,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_110_GREAT_BALL,,TRUE,,,,,,,,,
ITEM_REVIVE,Route 110,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_110_REVIVE,,TRUE,,,,,,,,,
ITEM_ELIXIR,Route 110,Normal Item,Item Ball,FLAG_ITEM_ROUTE_110_ELIXIR,,FALSE,,,,,,,,,
ITEM_POKE_BALL,Route 110,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_110_POKE_BALL,,TRUE,,,,,,,,,
TRAINER_Isabel_1,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kaleb,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Timmy,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Edwin_1,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Joseph,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Edward,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Alyssa,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dale,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_May_Route_110_Mudkip,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jaclyn,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Abigail_1,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Anthony,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Benjamin_1,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jasmine,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jacob,Route 110,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_NUGGET,Trick House,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_TRICK_HOUSE_NUGGET,,TRUE,,,,,,,,,
ITEM_RARE_CANDY,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_TIMER_BALL,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_HARD_STONE,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
ITEM_SMOKE_BALL,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_TM12,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_MAGNET,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_PP_MAX,Trick House,Normal Item,NPC,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_ORANGE_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_1_ORANGE_MAIL,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Sally,Trick House,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Robin,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Eddie,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_WAVE_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_2_WAVE_MAIL,,FALSE,ITEM_HM01,,,,,,,,
ITEM_HARBOR_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_2_HARBOR_MAIL,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Ted,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Paul,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Georgia,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_WOOD_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_3_WOOD_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
ITEM_SHADOW_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_3_SHADOW_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
TRAINER_Justin,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
TRAINER_Martha,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
TRAINER_Alan,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,,,,,,,
ITEM_MECH_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_4_MECH_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Yuji,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Cora,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Paula,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_GLITTER_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_6_GLITTER_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Sophia,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Sebastian,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Benny,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_TROPIC_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_7_TROPIC_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Joshua,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Patricia,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Mariela,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Everett,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Alexis,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Alvaro,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_BEAD_MAIL,Trick House,Normal Item,Item Ball,FLAG_ITEM_TRICK_HOUSE_PUZZLE_8_BEAD_MAIL,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Keira,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Vincent,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
TRAINER_Leroy,Trick House,Trainer,Trainer,,,FALSE,ITEM_HM01,ITEM_HM06,ITEM_HM04,,,,,,
ITEM_MACHO_BRACE,Route 111,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HP_UP,Route 111,Normal Item,Item Ball,FLAG_ITEM_ROUTE_111_HP_UP,,FALSE,ITEM_HM03,,,,,,,,
ITEM_ELIXIR,Route 111,Normal Item,Item Ball,FLAG_ITEM_ROUTE_111_ELIXIR,,FALSE,,,,,,,,,
ITEM_STARDUST,Route 111,Normal Item,Item Ball,FLAG_ITEM_ROUTE_111_STARDUST,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
ITEM_STARDUST,Route 111,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_111_STARDUST,,TRUE,ITEM_GO_GOGGLES,,,,,,,,
ITEM_PROTEIN,Route 111,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_111_PROTEIN,,TRUE,ITEM_GO_GOGGLES,,,,,,,,
ITEM_RARE_CANDY,Route 111,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_111_RARE_CANDY,,TRUE,ITEM_GO_GOGGLES,,,,,,,,
ITEM_RAZZ_BERRY,Route 111,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_TM_SANDSTORM,Route 111,TM,Item Ball,FLAG_ITEM_ROUTE_111_TM_SANDSTORM,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
ITEM_TM43,Route 111,TM,NPC,,,FALSE,,,,,,,,,
TRAINER_Tyron,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Celina,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Bianca,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hayden,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Gabby_And_Ty_1,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Irene,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Travis,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Heidi,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Beau,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Drew,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Becky,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Dusty_1,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Celia,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Bryan,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Branden,Route 111,Trainer,Trainer,,,FALSE,ITEM_GO_GOGGLES,,,,,,,,
TRAINER_Wilton_1,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brooke_1,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Daisuke,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Victor,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Victoria,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Vivi,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Vicky,Route 111,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_NUGGET,Route 112,Normal Item,Item Ball,FLAG_ITEM_ROUTE_112_NUGGET,,FALSE,,,,,,,,,
TRAINER_Larry,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Carol,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Trent_1,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brice,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Bryant,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Shayla,Route 112,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_ETHER,Route 113,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
ITEM_NUGGET,Route 113,Normal Item,Hidden Item,,,TRUE,,,,,,,,,
ITEM_MAX_ETHER,Route 113,Normal Item,Item Ball,FLAG_ITEM_ROUTE_113_MAX_ETHER,,FALSE,,,,,,,,,
ITEM_TM32,Route 113,TM,Hidden Item,,,TRUE,,,,,,,,,
ITEM_SOOT_SACK,Route 113,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 113,Normal Item,Item Ball,,,FALSE,,,,,,,,,
ITEM_SUPER_REPEL,Route 113,Normal Item,Item Ball,FLAG_ITEM_ROUTE_113_SUPER_REPEL,,FALSE,,,,,,,,,
TRAINER_Jaylen,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lawrence,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lung,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Wyatt,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Madeline_1,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tori_And_Tia,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lao_1,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dillon,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Sophie,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Coby,Route 113,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_TM28,Route 114,TM,NPC,,,FALSE,,,,,,,,,
ITEM_TM05,Route 114,TM,NPC,,,FALSE,,,,,,,,,
ITEM_ENERGY_POWDER,Route 114,Normal Item,Item Ball,FLAG_ITEM_ROUTE_114_ENERGY_POWDER,,FALSE,,,,,,,,,
ITEM_REVIVE,Route 114,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_114_REVIVE,,TRUE,,,,,,,,,
ITEM_CARBOS,Route 114,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_114_CARBOS,,TRUE,,,,,,,,,
ITEM_PROTEIN,Route 114,Normal Item,Item Ball,FLAG_ITEM_ROUTE_114_PROTEIN,,FALSE,,,,,,,,,
DECOR_LOTAD_DOLL,Route 114,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 114,Normal Item,Item Ball,FLAG_ITEM_ROUTE_114_RARE_CANDY,,FALSE,,,,,,,,,
TRAINER_Nolan,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Charlotte,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kai,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Claude,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Nancy,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tyra_And_Ivy,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
